Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	4	3
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	2	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	1	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	4	4
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	3	1
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	2	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	4
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	3	4
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	1
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	4	3
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	2	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	2	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	1	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	3	3
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	1	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	1	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	2	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	1	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	2	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	1	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	4	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	3
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	3	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	1
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	1
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	1	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	2	3
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	1	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	1	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	2	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	1	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	1	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Models are not too stale	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	4	3
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	4	3
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	2
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	0
Comprehensibility	Discoverability	The extent to which an ML system can be found (by means of performing a search in a database or any other information retrieval system).	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Comprehensibility	Readability	The ease with which the code of an ML system can be understood.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	2
