Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Test for Social Bias in Training Data	Data	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Test all Feature Extraction Code	Training	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Automate Feature Generation and Selection	Training	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Automate Hyper-Parameter Optimisation	Training	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Automate Configuration of Algorithms or Model Structure	Training	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Use Continuous Integration	Coding	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Assure Application Security	Coding	2	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	1	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Establish Responsible AI Values	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Perform Risk Assessments	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Enforce Fairness and Privacy	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Explain Results and Decisions to Users	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Serban	Have Your Application Audited	Governance	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	2	2
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Test for Social Bias in Training Data	Data	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Automate Hyper-Parameter Optimisation	Training	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Automate Configuration of Algorithms or Model Structure	Training	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Use Static Analysis to Check Code Quality	Coding	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Provide Audit Trails	Deployment	2	2
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Perform Risk Assessments	Governance	1	1
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Explain Results and Decisions to Users	Governance	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Test for Social Bias in Training Data	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Test all Feature Extraction Code	Training	3	3
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Actively Remove or Archive Features That are Not Used	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Employ Interpretable Models When Possible	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Enable Parallel Training Experiments	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Run Automated Regression Tests	Coding	3	3
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Assure Application Security	Coding	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Automate Model Deployment	Deployment	2	2
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Enable Shadow Deployment	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Provide Audit Trails	Deployment	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Use A Collaborative Development Platform	Team	2	2
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Decide Trade-Offs through Defined Team Process	Team	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Establish Responsible AI Values	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Perform Risk Assessments	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Enforce Fairness and Privacy	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Explain Results and Decisions to Users	Governance	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Use Sanity Checks for All External Data Sources	Data	3	3
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	3	3
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Test for Social Bias in Training Data	Data	3	3
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Test all Feature Extraction Code	Training	4	4
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Employ Interpretable Models When Possible	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Enable Parallel Training Experiments	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	1	1
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Automate Model Deployment	Deployment	2	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Provide Audit Trails	Deployment	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Work Against a Shared Backlog	Team	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Communicate, Align, and Collaborate With Others	Team	2	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Establish Responsible AI Values	Governance	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Perform Risk Assessments	Governance	2	2
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Enforce Fairness and Privacy	Governance	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Explain Results and Decisions to Users	Governance	0	0
Modifiability	Testability	The extent with which an ML system can be tested against expected behaviours.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Test for Social Bias in Training Data	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Test all Feature Extraction Code	Training	2	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Actively Remove or Archive Features That are Not Used	Training	2	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Employ Interpretable Models When Possible	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Peer Review Training Scripts	Training	2	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Automate Feature Generation and Selection	Training	3	3
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Automate Hyper-Parameter Optimisation	Training	3	3
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Automate Configuration of Algorithms or Model Structure	Training	3	3
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Run Automated Regression Tests	Coding	2	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Use Static Analysis to Check Code Quality	Coding	1	1
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Assure Application Security	Coding	2	2
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Automate Model Deployment	Deployment	4	4
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Enable Automatic Roll Backs for Production Models	Deployment	3	3
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Decide Trade-Offs through Defined Team Process	Team	1	1
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Establish Responsible AI Values	Governance	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Enforce Fairness and Privacy	Governance	0	0
Productionizability	Deployability	The extent to which an ML system can be deployed in production when needed.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Test for Social Bias in Training Data	Data	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Test all Feature Extraction Code	Training	3	3
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	1	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Employ Interpretable Models When Possible	Training	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Enable Parallel Training Experiments	Training	2	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Automate Feature Generation and Selection	Training	4	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Automate Hyper-Parameter Optimisation	Training	4	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Automate Configuration of Algorithms or Model Structure	Training	4	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Continuously Measure Model Quality and Performance	Training	1	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Assess and Manage Subgroup Bias	Training	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	1	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Run Automated Regression Tests	Coding	3	3
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Use Static Analysis to Check Code Quality	Coding	1	1
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Assure Application Security	Coding	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Automate Model Deployment	Deployment	4	4
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Enable Shadow Deployment	Deployment	3	3
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Log Production Predictions with the Model's Version and Input Data	Deployment	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Use A Collaborative Development Platform	Team	2	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Communicate, Align, and Collaborate With Others	Team	2	2
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Establish Responsible AI Values	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Perform Risk Assessments	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Enforce Fairness and Privacy	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Explain Results and Decisions to Users	Governance	0	0
Productionizability	Repeatability	The ease with which the ML lifecycle can be repeated.	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Use Sanity Checks for All External Data Sources	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Check that Input Data is Complete, Balanced and Well Distributed	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Test for Social Bias in Training Data	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Test all Feature Extraction Code	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Assign an Owner to Each Feature and Document its Rationale	Training	2	2
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Actively Remove or Archive Features That are Not Used	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Employ Interpretable Models When Possible	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Enable Parallel Training Experiments	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Automate Feature Generation and Selection	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Automate Configuration of Algorithms or Model Structure	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Continuously Measure Model Quality and Performance	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Assess and Manage Subgroup Bias	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Use Versioning for Data, Model, Configurations and Training Scripts	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Share Status and Outcomes of Experiments Within the Team	Training	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Run Automated Regression Tests	Coding	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Use Static Analysis to Check Code Quality	Coding	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Assure Application Security	Coding	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Enable Shadow Deployment	Deployment	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Continuously Monitor the Behaviour of Deployed Models	Deployment	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Perform Checks to Detect Skew between Models	Deployment	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Enable Automatic Roll Backs for Production Models	Deployment	3	3
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Work Against a Shared Backlog	Team	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Communicate, Align, and Collaborate With Others	Team	1	1
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Decide Trade-Offs through Defined Team Process	Team	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Establish Responsible AI Values	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Perform Risk Assessments	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Enforce Fairness and Privacy	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Inform Users on Machine Learning Usage	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Explain Results and Decisions to Users	Governance	0	0
Productionizability	Operability	The extent to which an ML system can be controlled (disable, revert, upload new version, etc.).	Serban	Provide Safe Channels to Raise Concerns	Governance	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Write Reusable Scripts for Data Cleaning and Merging	Data	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Ensure Data Labelling is Performed in a Strictly Controlled Process	Data	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Prevent Discriminatory Data Attributes Used As Model Features	Data	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Use Privacy-Preserving Machine Learning Techniques	Data	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Make Data Sets Available on Shared Infrastructure (private or public)	Data	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Share a Clearly Defined Training Objective within the Team	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Capture the Training Objective in a Metric that is Easy to Measure and Understand	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Test all Feature Extraction Code	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Actively Remove or Archive Features That are Not Used	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Employ Interpretable Models When Possible	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Peer Review Training Scripts	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Enable Parallel Training Experiments	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Automate Feature Generation and Selection	Training	0	0
Productionizability	Monitoring	The extent to which relevant indicators of an ML system are effectively observed/monitored and integrated in the operation of the system.	Serban	Automate Hyper-Parameter Optimisation	Training	0	0
